Country,Company Industry,Gender,Age Range,Job seniority,Company Size,Count
IND,IT,Male,18 to 24,Entry,"5001-10,000 employees",13000
IND,IT,Male,18 to 24,Entry,1001-5000 employees,40000
IND,IT,Male,18 to 24,Entry,501-1000 employees,18000
IND,IT,Male,18 to 24,Entry,201-500 employees,26000
IND,IT,Male,18 to 24,Entry,51-200 employees,41000
IND,IT,Male,18 to 24,Entry,11-50 employees,45000
IND,IT,Male,18 to 24,Entry,2-10 employees,28000
IND,IT,Male,18 to 24,Entry,Myself Only,6300
IND,IT,Male,18 to 24,Training,"10,001+ employees",22000
IND,IT,Male,18 to 24,Training,"5001-10,000 employees",1300
IND,IT,Male,18 to 24,Training,1001-5000 employees,4200
IND,IT,Male,18 to 24,Training,501-1000 employees,2300
IND,IT,Male,18 to 24,Training,201-500 employees,3400
IND,IT,Male,18 to 24,Training,51-200 employees,5700
IND,IT,Male,18 to 24,Training,11-50 employees,5800
IND,IT,Male,18 to 24,Training,2-10 employees,3600
IND,IT,Male,18 to 24,Training,Myself Only,4000
IND,IT,Male,18 to 24,Unpaid,"10,001+ employees",2400
IND,IT,Male,18 to 24,Unpaid,"5001-10,000 employees",0
IND,IT,Male,18 to 24,Unpaid,1001-5000 employees,370
IND,IT,Male,18 to 24,Unpaid,501-1000 employees,0
IND,IT,Male,18 to 24,Unpaid,201-500 employees,0
IND,IT,Male,18 to 24,Unpaid,51-200 employees,0
IND,IT,Male,18 to 24,Unpaid,11-50 employees,0
IND,IT,Male,18 to 24,Unpaid,2-10 employees,1300
IND,IT,Male,18 to 24,Unpaid,Myself Only,1400
IND,IT,Female,55+,Owner,"10,001+ employees",0
IND,IT,Female,55+,Owner,"5001-10,000 employees",0
IND,IT,Female,55+,Owner,1001-5000 employees,0
IND,IT,Female,55+,Owner,501-1000 employees,0
IND,IT,Female,55+,Owner,201-500 employees,0
IND,IT,Female,55+,Owner,51-200 employees,0
IND,IT,Female,55+,Owner,11-50 employees,0
IND,IT,Female,55+,Owner,2-10 employees,0
IND,IT,Female,55+,Owner,Myself Only,0
IND,IT,Female,55+,Partner,"10,001+ employees",0
IND,IT,Female,55+,Partner,"5001-10,000 employees",0
IND,IT,Female,55+,Partner,1001-5000 employees,0
IND,IT,Female,55+,Partner,501-1000 employees,0
IND,IT,Female,55+,Partner,201-500 employees,0
IND,IT,Female,55+,Partner,51-200 employees,0
IND,IT,Female,55+,Partner,11-50 employees,0
IND,IT,Female,55+,Partner,2-10 employees,0
IND,IT,Female,55+,Partner,Myself Only,0
IND,IT,Female,55+,CXO,"10,001+ employees",0
IND,IT,Female,55+,CXO,"5001-10,000 employees",0
IND,IT,Female,55+,CXO,1001-5000 employees,0
IND,IT,Female,55+,CXO,501-1000 employees,0
IND,IT,Female,55+,CXO,201-500 employees,0
IND,IT,Female,55+,CXO,51-200 employees,0
IND,IT,Female,55+,CXO,11-50 employees,0
IND,IT,Female,55+,CXO,2-10 employees,0
IND,IT,Female,55+,CXO,Myself Only,0
IND,IT,Female,55+,VP,"10,001+ employees",340
IND,IT,Female,55+,VP,"5001-10,000 employees",0
IND,IT,Female,55+,VP,1001-5000 employees,0
IND,IT,Female,55+,VP,501-1000 employees,0
IND,IT,Female,55+,VP,201-500 employees,0
IND,IT,Female,55+,VP,51-200 employees,0
IND,IT,Female,55+,VP,11-50 employees,0
IND,IT,Female,55+,VP,2-10 employees,0
IND,IT,Female,55+,VP,Myself Only,0
IND,IT,Female,55+,Director,"10,001+ employees",640
IND,IT,Female,55+,Director,"5001-10,000 employees",0
IND,IT,Female,55+,Director,1001-5000 employees,0
IND,IT,Female,55+,Director,501-1000 employees,0
IND,IT,Female,55+,Director,201-500 employees,0
IND,IT,Female,55+,Director,51-200 employees,0
IND,IT,Female,55+,Director,11-50 employees,350
IND,IT,Female,55+,Director,2-10 employees,0
IND,IT,Female,55+,Director,Myself Only,0
IND,IT,Female,55+,Manager,"10,001+ employees",870
IND,IT,Female,55+,Manager,"5001-10,000 employees",0
IND,IT,Female,55+,Manager,1001-5000 employees,0
IND,IT,Female,55+,Manager,501-1000 employees,0
IND,IT,Female,55+,Manager,201-500 employees,0
IND,IT,Female,55+,Manager,51-200 employees,0
IND,IT,Female,55+,Manager,11-50 employees,0
IND,IT,Female,55+,Manager,2-10 employees,0
IND,IT,Female,55+,Manager,Myself Only,0
IND,IT,Female,55+,Senior,"10,001+ employees",2000
IND,IT,Female,55+,Senior,"5001-10,000 employees",0
IND,IT,Female,55+,Senior,1001-5000 employees,380
IND,IT,Female,55+,Senior,501-1000 employees,0
IND,IT,Female,55+,Senior,201-500 employees,0
IND,IT,Female,55+,Senior,51-200 employees,350
IND,IT,Female,55+,Senior,11-50 employees,300
IND,IT,Female,55+,Senior,2-10 employees,0
IND,IT,Female,55+,Senior,Myself Only,0
IND,IT,Female,55+,Entry,"10,001+ employees",680
IND,IT,Female,55+,Entry,"5001-10,000 employees",0
IND,IT,Female,55+,Entry,1001-5000 employees,0
IND,IT,Female,55+,Entry,501-1000 employees,0
IND,IT,Female,55+,Entry,201-500 employees,0
IND,IT,Female,55+,Entry,51-200 employees,0
IND,IT,Female,55+,Entry,11-50 employees,0
IND,IT,Female,55+,Entry,2-10 employees,0
IND,IT,Female,55+,Entry,Myself Only,0
IND,IT,Female,55+,Training,"10,001+ employees",0
IND,IT,Female,55+,Training,"5001-10,000 employees",0
IND,IT,Female,55+,Training,1001-5000 employees,0
IND,IT,Female,55+,Training,501-1000 employees,0
IND,IT,Female,55+,Training,201-500 employees,0
IND,IT,Female,55+,Training,51-200 employees,0
IND,IT,Female,55+,Training,11-50 employees,0
IND,IT,Female,55+,Training,2-10 employees,0
IND,IT,Female,55+,Training,Myself Only,0
IND,IT,Female,55+,Unpaid,"10,001+ employees",0
IND,IT,Female,55+,Unpaid,"5001-10,000 employees",0
IND,IT,Female,55+,Unpaid,1001-5000 employees,0
IND,IT,Female,55+,Unpaid,501-1000 employees,0
IND,IT,Female,55+,Unpaid,201-500 employees,0
IND,IT,Female,55+,Unpaid,51-200 employees,0
IND,IT,Female,55+,Unpaid,11-50 employees,0
IND,IT,Female,55+,Unpaid,2-10 employees,0
IND,IT,Female,55+,Unpaid,Myself Only,0
IND,IT,Female,35 to 54,Owner,"10,001+ employees",670
IND,IT,Female,35 to 54,Owner,"5001-10,000 employees",0
IND,IT,Female,35 to 54,Owner,1001-5000 employees,340
IND,IT,Female,35 to 54,Owner,501-1000 employees,0
IND,IT,Female,35 to 54,Owner,201-500 employees,440
IND,IT,Female,35 to 54,Owner,51-200 employees,1100
IND,IT,Female,35 to 54,Owner,11-50 employees,2300
IND,IT,Female,35 to 54,Owner,2-10 employees,2300
IND,IT,Female,35 to 54,Owner,Myself Only,0
IND,IT,Female,35 to 54,Partner,"10,001+ employees",0
IND,IT,Female,35 to 54,Partner,"5001-10,000 employees",0
IND,IT,Female,35 to 54,Partner,1001-5000 employees,0
IND,IT,Female,35 to 54,Partner,501-1000 employees,0
IND,IT,Female,35 to 54,Partner,201-500 employees,0
IND,IT,Female,35 to 54,Partner,51-200 employees,0
IND,IT,Female,35 to 54,Partner,11-50 employees,390
IND,IT,Female,35 to 54,Partner,2-10 employees,300
IND,IT,Female,35 to 54,Partner,Myself Only,0
IND,IT,Female,35 to 54,CXO,"10,001+ employees",460
IND,IT,Female,35 to 54,CXO,"5001-10,000 employees",0
IND,IT,Female,35 to 54,CXO,1001-5000 employees,0
IND,IT,Female,35 to 54,CXO,501-1000 employees,0
IND,IT,Female,35 to 54,CXO,201-500 employees,0
IND,IT,Female,35 to 54,CXO,51-200 employees,700
IND,IT,Female,35 to 54,CXO,11-50 employees,1200
IND,IT,Female,35 to 54,CXO,2-10 employees,800
IND,IT,Female,35 to 54,CXO,Myself Only,0
IND,IT,Female,35 to 54,VP,"10,001+ employees",2600
IND,IT,Female,35 to 54,VP,"5001-10,000 employees",360
IND,IT,Female,35 to 54,VP,1001-5000 employees,1000
IND,IT,Female,35 to 54,VP,501-1000 employees,430
IND,IT,Female,35 to 54,VP,201-500 employees,710
IND,IT,Female,35 to 54,VP,51-200 employees,1100
IND,IT,Female,35 to 54,VP,11-50 employees,1100
IND,IT,Female,35 to 54,VP,2-10 employees,560
IND,IT,Female,35 to 54,VP,Myself Only,0
IND,IT,Female,35 to 54,Director,"10,001+ employees",5400
IND,IT,Female,35 to 54,Director,"5001-10,000 employees",800
IND,IT,Female,35 to 54,Director,1001-5000 employees,1800
IND,IT,Female,35 to 54,Director,501-1000 employees,890
IND,IT,Female,35 to 54,Director,201-500 employees,1400
IND,IT,Female,35 to 54,Director,51-200 employees,2200
IND,IT,Female,35 to 54,Director,11-50 employees,2700
IND,IT,Female,35 to 54,Director,2-10 employees,1400
IND,IT,Female,35 to 54,Director,Myself Only,0
