,Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
173,IND,Any Gender,Any Company Industry,55+,Manager,1001-5000 employees,12000
174,IND,Any Gender,Any Company Industry,55+,Manager,501-1000 employees,5200
175,IND,Any Gender,Any Company Industry,55+,Manager,201-500 employees,6300
176,IND,Any Gender,Any Company Industry,55+,Manager,51-200 employees,7200
177,IND,Any Gender,Any Company Industry,55+,Manager,11-50 employees,5300
178,IND,Any Gender,Any Company Industry,55+,Manager,2-10 employees,2800
179,IND,Any Gender,Any Company Industry,55+,Manager,Myself Only,610
180,IND,Any Gender,Any Company Industry,55+,Senior,Any Company Size,180000
181,IND,Any Gender,Any Company Industry,55+,Senior,"10,001+ employees",32000
182,IND,Any Gender,Any Company Industry,55+,Senior,"5001-10,000 employees",6400
183,IND,Any Gender,Any Company Industry,55+,Senior,1001-5000 employees,15000
184,IND,Any Gender,Any Company Industry,55+,Senior,501-1000 employees,7000
185,IND,Any Gender,Any Company Industry,55+,Senior,201-500 employees,9500
186,IND,Any Gender,Any Company Industry,55+,Senior,51-200 employees,12000
187,IND,Any Gender,Any Company Industry,55+,Senior,11-50 employees,9100
188,IND,Any Gender,Any Company Industry,55+,Senior,2-10 employees,6100
189,IND,Any Gender,Any Company Industry,55+,Senior,Myself Only,2200
190,IND,Any Gender,Any Company Industry,55+,Entry,Any Company Size,92000
191,IND,Any Gender,Any Company Industry,55+,Entry,"10,001+ employees",15000
192,IND,Any Gender,Any Company Industry,55+,Entry,"5001-10,000 employees",2600
193,IND,Any Gender,Any Company Industry,55+,Entry,1001-5000 employees,6100
194,IND,Any Gender,Any Company Industry,55+,Entry,501-1000 employees,2700
195,IND,Any Gender,Any Company Industry,55+,Entry,201-500 employees,4000
196,IND,Any Gender,Any Company Industry,55+,Entry,51-200 employees,5400
197,IND,Any Gender,Any Company Industry,55+,Entry,11-50 employees,4500
198,IND,Any Gender,Any Company Industry,55+,Entry,2-10 employees,3100
199,IND,Any Gender,Any Company Industry,55+,Entry,Myself Only,1000
200,IND,Any Gender,Any Company Industry,55+,Training,Any Company Size,530
201,IND,Any Gender,Any Company Industry,55+,Training,"10,001+ employees",0
202,IND,Any Gender,Any Company Industry,55+,Training,"5001-10,000 employees",0
203,IND,Any Gender,Any Company Industry,55+,Training,1001-5000 employees,0
204,IND,Any Gender,Any Company Industry,55+,Training,501-1000 employees,0
205,IND,Any Gender,Any Company Industry,55+,Training,201-500 employees,0
206,IND,Any Gender,Any Company Industry,55+,Training,51-200 employees,0
207,IND,Any Gender,Any Company Industry,55+,Training,11-50 employees,0
208,IND,Any Gender,Any Company Industry,55+,Training,2-10 employees,0
209,IND,Any Gender,Any Company Industry,55+,Training,Myself Only,0
210,IND,Any Gender,Any Company Industry,55+,Unpaid,Any Company Size,5600
211,IND,Any Gender,Any Company Industry,55+,Unpaid,"10,001+ employees",1000
212,IND,Any Gender,Any Company Industry,55+,Unpaid,"5001-10,000 employees",0
213,IND,Any Gender,Any Company Industry,55+,Unpaid,1001-5000 employees,0
214,IND,Any Gender,Any Company Industry,55+,Unpaid,501-1000 employees,0
215,IND,Any Gender,Any Company Industry,55+,Unpaid,201-500 employees,0
216,IND,Any Gender,Any Company Industry,55+,Unpaid,51-200 employees,0
217,IND,Any Gender,Any Company Industry,55+,Unpaid,11-50 employees,0
218,IND,Any Gender,Any Company Industry,55+,Unpaid,2-10 employees,0
219,IND,Any Gender,Any Company Industry,55+,Unpaid,Myself Only,0
