0,1,2,3,4,5,6
IND,Any Gender,Any Company Industry,55+,CXO,51-200 employees,5400
IND,Any Gender,Any Company Industry,55+,CXO,11-50 employees,6700
IND,Any Gender,Any Company Industry,55+,CXO,2-10 employees,4600
IND,Any Gender,Any Company Industry,55+,CXO,Myself Only,350
IND,Any Gender,Any Company Industry,55+,VP,Any Company Size,86000
IND,Any Gender,Any Company Industry,55+,VP,"10,001+ employees",17000
IND,Any Gender,Any Company Industry,55+,VP,"5001-10,000 employees",4100
IND,Any Gender,Any Company Industry,55+,VP,1001-5000 employees,10000
IND,Any Gender,Any Company Industry,55+,VP,501-1000 employees,4900
IND,Any Gender,Any Company Industry,55+,VP,201-500 employees,6300
IND,Any Gender,Any Company Industry,55+,VP,51-200 employees,8400
IND,Any Gender,Any Company Industry,55+,VP,11-50 employees,7900
IND,Any Gender,Any Company Industry,55+,VP,2-10 employees,4100
IND,Any Gender,Any Company Industry,55+,VP,Myself Only,520
IND,Any Gender,Any Company Industry,55+,Director,Any Company Size,120000
IND,Any Gender,Any Company Industry,55+,Director,"10,001+ employees",21000
IND,Any Gender,Any Company Industry,55+,Director,"5001-10,000 employees",4800
IND,Any Gender,Any Company Industry,55+,Director,1001-5000 employees,11000
IND,Any Gender,Any Company Industry,55+,Director,501-1000 employees,5500
IND,Any Gender,Any Company Industry,55+,Director,201-500 employees,8000
IND,Any Gender,Any Company Industry,55+,Director,51-200 employees,11000
IND,Any Gender,Any Company Industry,55+,Director,11-50 employees,12000
IND,Any Gender,Any Company Industry,55+,Director,2-10 employees,7300
IND,Any Gender,Any Company Industry,55+,Director,Myself Only,870
IND,Any Gender,Any Company Industry,55+,Manager,Any Company Size,96000
IND,Any Gender,Any Company Industry,55+,Manager,"10,001+ employees",28000
IND,Any Gender,Any Company Industry,55+,Manager,"5001-10,000 employees",5700
IND,Any Gender,Any Company Industry,55+,Manager,1001-5000 employees,12000
IND,Any Gender,Any Company Industry,55+,Manager,501-1000 employees,5200
IND,Any Gender,Any Company Industry,55+,Manager,201-500 employees,6300
IND,Any Gender,Any Company Industry,55+,Manager,51-200 employees,7200
IND,Any Gender,Any Company Industry,55+,Manager,11-50 employees,5300
IND,Any Gender,Any Company Industry,55+,Manager,2-10 employees,2800
IND,Any Gender,Any Company Industry,55+,Manager,Myself Only,610
IND,Any Gender,Any Company Industry,55+,Senior,Any Company Size,180000
IND,Any Gender,Any Company Industry,55+,Senior,"10,001+ employees",32000
IND,Any Gender,Any Company Industry,55+,Senior,"5001-10,000 employees",6400
IND,Any Gender,Any Company Industry,55+,Senior,1001-5000 employees,15000
IND,Any Gender,Any Company Industry,55+,Senior,501-1000 employees,7000
IND,Any Gender,Any Company Industry,55+,Senior,201-500 employees,9500
IND,Any Gender,Any Company Industry,55+,Senior,51-200 employees,12000
IND,Any Gender,Any Company Industry,55+,Senior,11-50 employees,9100
IND,Any Gender,Any Company Industry,55+,Senior,2-10 employees,6100
IND,Any Gender,Any Company Industry,55+,Senior,Myself Only,2200
IND,Any Gender,Any Company Industry,55+,Entry,Any Company Size,92000
IND,Any Gender,Any Company Industry,55+,Entry,"10,001+ employees",15000
IND,Any Gender,Any Company Industry,55+,Entry,"5001-10,000 employees",2600
IND,Any Gender,Any Company Industry,55+,Entry,1001-5000 employees,6100
IND,Any Gender,Any Company Industry,55+,Entry,501-1000 employees,2700
IND,Any Gender,Any Company Industry,55+,Entry,201-500 employees,4000
IND,Any Gender,Any Company Industry,55+,Entry,51-200 employees,5400
IND,Any Gender,Any Company Industry,55+,Entry,11-50 employees,4500
IND,Any Gender,Any Company Industry,55+,Entry,2-10 employees,3100
IND,Any Gender,Any Company Industry,55+,Entry,Myself Only,1000
IND,Any Gender,Any Company Industry,55+,Training,Any Company Size,530
IND,Any Gender,Any Company Industry,55+,Training,"10,001+ employees",0
IND,Any Gender,Any Company Industry,55+,Training,"5001-10,000 employees",0
IND,Any Gender,Any Company Industry,55+,Training,1001-5000 employees,0
IND,Any Gender,Any Company Industry,55+,Training,501-1000 employees,0
IND,Any Gender,Any Company Industry,55+,Training,201-500 employees,0
IND,Any Gender,Any Company Industry,55+,Training,51-200 employees,0
IND,Any Gender,Any Company Industry,55+,Training,11-50 employees,0
IND,Any Gender,Any Company Industry,55+,Training,2-10 employees,0
IND,Any Gender,Any Company Industry,55+,Training,Myself Only,0
IND,Any Gender,Any Company Industry,55+,Unpaid,Any Company Size,5600
IND,Any Gender,Any Company Industry,55+,Unpaid,"10,001+ employees",1000
IND,Any Gender,Any Company Industry,55+,Unpaid,"5001-10,000 employees",0
IND,Any Gender,Any Company Industry,55+,Unpaid,1001-5000 employees,0
